Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1602509400,0,"2020-10-12 13:30:00",120.059997,121.330101,119.2845,120.919998,48082766
1602513000,0,"2020-10-12 14:30:00",120.919998,122.639999,120.769996,122.529998,27028067
1602516600,0,"2020-10-12 15:30:00",122.525001,123.629997,122.29,123.261001,35722193
1602520200,0,"2020-10-12 16:30:00",123.260002,124,123.04,123.93,22891159
1602523800,0,"2020-10-12 17:30:00",124.089996,125.18,123.910003,125.050003,31443470
1602527400,0,"2020-10-12 18:30:00",125.055,125.089996,123.620002,124.314102,33397068
1602531000,0,"2020-10-12 19:30:00",124.319999,124.660003,123.959999,124.419998,20805442
1602595800,0,"2020-10-13 13:30:00",125.269996,125.389999,121.835998,123.757202,61658615
1602599400,0,"2020-10-13 14:30:00",123.757202,124.739997,123.030998,124.43,26733665
1602603000,0,"2020-10-13 15:30:00",124.419998,124.650001,122.459999,123.080001,26171816
1602606600,0,"2020-10-13 16:30:00",123.079902,123.68,120.779998,122.5998,40665952
1602610200,0,"2020-10-13 17:30:00",122.599899,122.669998,119.650001,120.910003,50616701
1602613800,0,"2020-10-13 18:30:00",120.890098,122.199996,120.470001,121.800003,27533718
1602617400,0,"2020-10-13 19:30:00",121.800003,122.050003,121.029998,121.050003,16221506
1602682200,0,"2020-10-14 13:30:00",121,123.019996,120.04,121.689903,41414544
1602685800,0,"2020-10-14 14:30:00",121.690002,122.389999,121.18,121.599998,17702126
1602689400,0,"2020-10-14 15:30:00",121.61,121.730003,119.709999,120.247703,22141570
1602693000,0,"2020-10-14 16:30:00",120.25,120.769897,120,120.139999,15375733
1602696600,0,"2020-10-14 17:30:00",120.145698,121.199996,119.620002,120.839996,16700965
1602700200,0,"2020-10-14 18:30:00",120.834999,121.730003,120.519996,121.470001,15856230
1602703800,0,"2020-10-14 19:30:00",121.470001,122,121.139999,121.18,12737224
1602768600,0,"2020-10-15 13:30:00",119.200202,120.629997,118.150001,119.5699,32239727
1602772200,0,"2020-10-15 14:30:00",119.536201,120.11,119.010002,119.849998,15942234
1602775800,0,"2020-10-15 15:30:00",119.839996,120.650001,119.75,119.859199,13177228
1602779400,0,"2020-10-15 16:30:00",119.86,120.069999,119.389999,119.556999,9297118
1602783000,0,"2020-10-15 17:30:00",119.563499,120.639999,119.470001,120.608398,9840300
1602786600,0,"2020-10-15 18:30:00",120.600097,121.199996,120.199996,120.955001,13708516
1602790200,0,"2020-10-15 19:30:00",120.959999,121.099998,120.580001,120.699996,10018787
1602855000,0,"2020-10-16 13:30:00",121.279998,121.547996,120.349998,121.150001,30027919
1602858600,0,"2020-10-16 14:30:00",121.160003,121.228302,119.529998,119.889999,16555427
1602862200,0,"2020-10-16 15:30:00",119.889999,120.11,119.459999,119.830001,12056326
1602865800,0,"2020-10-16 16:30:00",119.830001,120.300003,119.29,120.059997,11855544
1602869400,0,"2020-10-16 17:30:00",120.050003,120.36,119.875,120.1651,8262488
1602873000,0,"2020-10-16 18:30:00",120.169998,120.5,119.709999,119.907699,12470754
1602876600,0,"2020-10-16 19:30:00",119.900001,119.949996,118.809997,118.970001,13419062
1603114200,0,"2020-10-19 13:30:00",119.959999,120.400001,118.79,119.5,25066847
1603117800,0,"2020-10-19 14:30:00",119.4934,119.699996,118.169998,119.120002,18308965
1603121400,0,"2020-10-19 15:30:00",119.11,119.510002,118.400398,118.815002,11743873
1603125000,0,"2020-10-19 16:30:00",118.800003,119.139999,118.584999,118.699996,8185217
1603128600,0,"2020-10-19 17:30:00",118.699996,118.75,117.529998,117.830497,13320284
1603132200,0,"2020-10-19 18:30:00",117.690002,117.830001,116.160003,116.3637,20231178
1603135800,0,"2020-10-19 19:30:00",116.349998,116.900001,115.660003,116,15044773
1603200600,0,"2020-10-20 13:30:00",116.199996,117.620002,115.709999,116.875,27710043
1603204200,0,"2020-10-20 14:30:00",116.880798,117.2798,115.93,116.720001,15355055
1603207800,0,"2020-10-20 15:30:00",116.729896,117.550003,116.404998,117.379997,10873835
1603211400,0,"2020-10-20 16:30:00",117.461502,118.699996,117.239997,118.529998,17303038
1603215000,0,"2020-10-20 17:30:00",118.524002,118.980003,117.75,118.059997,15872720
1603218600,0,"2020-10-20 18:30:00",118.143798,118.419998,116.940002,117.61,16200626
1603222200,0,"2020-10-20 19:30:00",117.620002,118.190002,117.160003,117.5,10847174
1603287000,0,"2020-10-21 13:30:00",116.669998,118.349998,116.449996,118.199302,19459498
1603290600,0,"2020-10-21 14:30:00",118.220001,118.705001,117.260002,117.485,12846304
1603294200,0,"2020-10-21 15:30:00",117.485,118.099998,116.93,117.5,12333175
1603297800,0,"2020-10-21 16:30:00",117.4962,117.569999,116.739997,117.300697,9559958
1603301400,0,"2020-10-21 17:30:00",117.300003,117.559997,116.970001,117.410003,8565864
1603305000,0,"2020-10-21 18:30:00",117.419296,118.050003,117.36,117.849998,9503185
1603308600,0,"2020-10-21 19:30:00",117.849998,117.980003,116.809997,116.86,9127534
1603373400,0,"2020-10-22 13:30:00",117.449996,118.04,116.171096,116.199996,20395946
1603377000,0,"2020-10-22 14:30:00",116.209999,116.2499,114.589996,115.796501,25900540
1603380600,0,"2020-10-22 15:30:00",115.800003,115.904998,115.059997,115.349899,10545316
1603384200,0,"2020-10-22 16:30:00",115.349899,116.125,114.970001,115.949996,11755964
1603387800,0,"2020-10-22 17:30:00",115.940002,116,115.319999,115.666496,9431010
1603391400,0,"2020-10-22 18:30:00",115.6669,116.089996,115.5,116.010002,8152520
1603395000,0,"2020-10-22 19:30:00",116.019996,116.339996,115.599998,115.75,9579602
1603459800,0,"2020-10-23 13:30:00",116.389999,116.550003,114.739997,115.059997,19461958
1603463400,0,"2020-10-23 14:30:00",115.050003,115.36,114.54,114.864997,11512562
1603467000,0,"2020-10-23 15:30:00",114.86,114.989997,114.279998,114.489303,12075113
1603470600,0,"2020-10-23 16:30:00",114.485702,115.11,114.425003,115,8633540
1603474200,0,"2020-10-23 17:30:00",115,115.160003,114.709999,114.775901,7184069
1603477800,0,"2020-10-23 18:30:00",114.779998,114.849998,114.410003,114.599998,9063017
1603481400,0,"2020-10-23 19:30:00",114.595001,115.084999,114.400001,115.050003,8926591
1603719000,0,"2020-10-26 13:30:00",114.010002,116.550003,113.699996,115.629997,24920522
1603722600,0,"2020-10-26 14:30:00",115.636497,115.639999,114.279998,114.345001,15888661
1603726200,0,"2020-10-26 15:30:00",114.349998,114.68,113.889999,114.485,12849548
1603729800,0,"2020-10-26 16:30:00",114.480003,114.480003,113.18,113.209999,11530765
1603733400,0,"2020-10-26 17:30:00",113.207702,114.239997,112.879997,114.148399,12616665
1603737000,0,"2020-10-26 18:30:00",114.150001,114.709999,113.879997,114.699798,10965959
1603740600,0,"2020-10-26 19:30:00",114.698402,115.220001,114.269996,115.059997,12194552
1603805400,0,"2020-10-27 13:30:00",,,,,
1603809000,0,"2020-10-27 14:30:00",,,,,
1603812600,0,"2020-10-27 15:30:00",,,,,
1603816200,0,"2020-10-27 16:30:00",117.099998,117.160003,116.459999,116.504997,58797636
1603819800,0,"2020-10-27 17:30:00",116.510002,116.809997,115.979896,116.285598,9184856
1603823400,0,"2020-10-27 18:30:00",116.29,116.629997,115.919998,116.61,7679892
1603827000,0,"2020-10-27 19:30:00",116.599998,117,116.529998,116.529998,8294026
1603891800,0,"2020-10-28 13:30:00",115.050003,115.43,111.949996,112.378997,32752321
1603895400,0,"2020-10-28 14:30:00",112.379898,112.870002,112.050003,112.199996,17442010
1603899000,0,"2020-10-28 15:30:00",112.199996,113.370002,112,112.959999,20689080
1603902600,0,"2020-10-28 16:30:00",112.964996,113.179901,112.050003,112.54,15382280
1603906200,0,"2020-10-28 17:30:00",112.54,113.260002,112.419998,113.245002,12174907
1603909800,0,"2020-10-28 18:30:00",113.242698,113.379997,112.5,112.724998,12755469
1603913400,0,"2020-10-28 19:30:00",112.724998,113.199996,111.099998,111.194999,17947493
1603978200,0,"2020-10-29 13:30:00",113.269996,114.364997,112.199996,114.36,27783125
1603981800,0,"2020-10-29 14:30:00",114.370002,114.949302,113.599998,114.709999,13955247
1603985400,0,"2020-10-29 15:30:00",114.584999,115.25,114.169998,115.04,12757269
1603989000,0,"2020-10-29 16:30:00",115.019996,115.970001,114.900001,115.924499,11215290
1603992600,0,"2020-10-29 17:30:00",115.925003,116.830001,115.730003,116.75,15107838
1603996200,0,"2020-10-29 18:30:00",116.61,116.93,115.709999,116.318496,19826787
1603999800,0,"2020-10-29 19:30:00",116.315002,116.730003,114.519996,114.519996,15675377
1604064600,0,"2020-10-30 13:30:00",111.059997,111.989997,108.300003,108.970001,54981987
1604068200,0,"2020-10-30 14:30:00",108.964996,109.852096,108.470001,109.260002,25718632
1604071800,0,"2020-10-30 15:30:00",109.25,109.969902,108.699996,109.479103,18398368
1604075400,0,"2020-10-30 16:30:00",109.470001,109.480003,108.5,108.86,15615933
1604079000,0,"2020-10-30 17:30:00",108.849998,108.856002,108.099998,108.235,16591307
1604082600,0,"2020-10-30 18:30:00",108.230003,108.679801,107.720001,108.095596,22814606
1604086200,0,"2020-10-30 19:30:00",108.102798,109.300003,107.849998,108.944999,20014937
1604327400,0,"2020-11-02 14:30:00",109.11,110.68,109.050003,109.809997,31822909
1604331000,0,"2020-11-02 15:30:00",109.800003,109.849998,107.769996,107.993598,19828595
1604334600,0,"2020-11-02 16:30:00",107.990097,108.599998,107.720001,108.510002,14452953
1604338200,0,"2020-11-02 17:30:00",108.514503,108.514999,107.550003,108.04,11667552
1604341800,0,"2020-11-02 18:30:00",108.04,108.25,107.319999,107.809997,12295814
1604345400,0,"2020-11-02 19:30:00",107.805,108.337699,107.569999,108.129997,11186798
1604349000,0,"2020-11-02 20:30:00",108.254997,108.779998,107.779998,108.691001,13122996
1604413800,0,"2020-11-03 14:30:00",109.660003,111.080001,108.739997,110.684997,27257685
1604417400,0,"2020-11-03 15:30:00",110.684997,111.389999,110.400001,110.881599,15224991
1604421000,0,"2020-11-03 16:30:00",110.889999,111.449996,110.529998,111.035003,12103248
1604424600,0,"2020-11-03 17:30:00",111.04,111.059997,110.43,110.54,7720590
1604428200,0,"2020-11-03 18:30:00",110.529998,110.68,109.760002,110.080001,11540112
1604431800,0,"2020-11-03 19:30:00",110.089996,110.86,109.975502,110.855003,10730293
1604435400,0,"2020-11-03 20:30:00",110.86,111.489997,110.309997,110.379997,13931195
1604500200,0,"2020-11-04 14:30:00",,,,,
1604503800,0,"2020-11-04 15:30:00",,,,,
1604507400,0,"2020-11-04 16:30:00",,,,,
1604511000,0,"2020-11-04 17:30:00",,,,,
1604514600,0,"2020-11-04 18:30:00",,,,,
1604518200,0,"2020-11-04 19:30:00",114.919998,115.349998,114.470001,114.772399,113519120
1604521800,0,"2020-11-04 20:30:00",114.775001,115.5,114.68,114.940002,12634418
1604586600,0,"2020-11-05 14:30:00",117.949996,119.599998,116.868598,117.720001,40874755
1604590200,0,"2020-11-05 15:30:00",117.720001,118.589996,117.699996,118.309303,15184109
1604593800,0,"2020-11-05 16:30:00",118.300102,118.389999,117.410003,117.589996,11972958
1604597400,0,"2020-11-05 17:30:00",117.589996,118.379997,117.455001,118.230003,10798355
1604601000,0,"2020-11-05 18:30:00",118.239997,118.86,118.019996,118.819999,9412015
1604604600,0,"2020-11-05 19:30:00",118.819999,119.285003,118.580001,119.025001,14810212
1604608200,0,"2020-11-05 20:30:00",119.025001,119.300003,118.455001,118.980003,11741309
1604673000,0,"2020-11-06 14:30:00",118.319999,118.639999,116.129997,117.4664,30409707
1604676600,0,"2020-11-06 15:30:00",117.459999,118.139999,117.140098,118.129997,20989810
1604680200,0,"2020-11-06 16:30:00",118.129997,119.190002,118.019996,118.43,15537555
1604683800,0,"2020-11-06 17:30:00",118.434997,119.199996,118.434997,119.105003,9005115
1604687400,0,"2020-11-06 18:30:00",119.11,119.169998,118.839996,118.889999,6986160
1604691000,0,"2020-11-06 19:30:00",118.889999,119.04,118.089996,118.365997,11964278
1604694600,0,"2020-11-06 20:30:00",118.364997,119.059997,118.260002,118.684997,10185220
1604932200,0,"2020-11-09 14:30:00",120.5,121.79,118.5,121.61,43225116
1604935800,0,"2020-11-09 15:30:00",121.61,121.989997,119.720001,121.569999,24539205
1604939400,0,"2020-11-09 16:30:00",121.559997,121.68,120,120.646301,13711423
1604943000,0,"2020-11-09 17:30:00",120.660003,121,120.029998,120.059303,11928663
1604946600,0,"2020-11-09 18:30:00",120.055,120.150001,118.639999,118.93,14332413
1604950200,0,"2020-11-09 19:30:00",118.919998,119.129997,117.919998,118.030197,15611495
1604953800,0,"2020-11-09 20:30:00",118.04,118.449996,116.050003,116.319999,17113651
1605018600,0,"2020-11-10 14:30:00",,,,,
1605022200,0,"2020-11-10 15:30:00",,,,,
1605025800,0,"2020-11-10 16:30:00",,,,,
1605029400,0,"2020-11-10 17:30:00",,,,,
1605033000,0,"2020-11-10 18:30:00",,,,,
1605036600,0,"2020-11-10 19:30:00",,,,,
1605040200,0,"2020-11-10 20:30:00",,,,,
1605105000,0,"2020-11-11 14:30:00",117.190002,118.400001,116.440002,118.200599,37165148
1605108600,0,"2020-11-11 15:30:00",118.205902,118.5,117.794998,118.240303,13063056
1605112200,0,"2020-11-11 16:30:00",118.239997,119.109901,118.095001,118.989997,11502625
1605115800,0,"2020-11-11 17:30:00",119,119.519996,118.995002,119.214996,12808157
1605119400,0,"2020-11-11 18:30:00",119.209999,119.559997,119.019996,119.150001,10032574
1605123000,0,"2020-11-11 19:30:00",119.150001,119.410003,118.709999,118.894996,10977748
1605126600,0,"2020-11-11 20:30:00",118.900001,119.629997,118.86,119.495002,8868438
1605191400,0,"2020-11-12 14:30:00",119.620002,120.169998,118.809997,119.989997,25903903
1605195000,0,"2020-11-12 15:30:00",119.985,120.529998,119.650001,119.86,14655604
1605198600,0,"2020-11-12 16:30:00",119.864997,120.205001,119.029998,119.655403,15133713
1605202200,0,"2020-11-12 17:30:00",119.650901,120.069999,118.879997,118.944999,11533843
1605205800,0,"2020-11-12 18:30:00",118.940002,119.290199,118.569999,118.883003,10471261
1605209400,0,"2020-11-12 19:30:00",118.879997,119.469902,118.580001,119.029998,11352053
1605213000,0,"2020-11-12 20:30:00",119.029998,119.300003,118.800003,119.230003,7521398
1605277800,0,"2020-11-13 14:30:00",119.440002,119.671699,117.93,118.68,20456180
1605281400,0,"2020-11-13 15:30:00",118.690002,118.690002,117.870002,118.25,10986591
1605285000,0,"2020-11-13 16:30:00",118.25,118.989997,118,118.779998,8433542
1605288600,0,"2020-11-13 17:30:00",118.775001,119.254997,118.625,119.035003,7378074
1605292200,0,"2020-11-13 18:30:00",119.034202,119.069999,118.199996,118.510002,7925139
1605295800,0,"2020-11-13 19:30:00",118.500503,119.235,118.470001,119.169998,9924726
1605299400,0,"2020-11-13 20:30:00",119.169998,119.569999,119.150001,119.25,9009901
1605537000,0,"2020-11-16 14:30:00",118.919998,120.720001,118.146003,120.459999,26936235
1605540600,0,"2020-11-16 15:30:00",120.485,120.830001,120.129997,120.479103,12903186
1605544200,0,"2020-11-16 16:30:00",120.470001,120.989997,120.319999,120.650001,8790203
1605547800,0,"2020-11-16 17:30:00",120.644996,120.830001,120.150001,120.18,7611225
1605551400,0,"2020-11-16 18:30:00",120.175003,120.43,120,120.309997,7215077
1605555000,0,"2020-11-16 19:30:00",120.311798,120.319999,119.639999,119.922996,9650355
1605558600,0,"2020-11-16 20:30:00",119.925796,120.5,119.730003,120.349998,8883692
1605623400,0,"2020-11-17 14:30:00",119.550003,120.309997,118.959999,119.849998,18670833
1605627000,0,"2020-11-17 15:30:00",119.849998,120.529998,119.599998,119.819999,11233703
1605630600,0,"2020-11-17 16:30:00",119.830001,120.339996,119.68,120.205001,8049083
1605634200,0,"2020-11-17 17:30:00",120.205001,120.674102,120.18,120.480003,6559958
1605637800,0,"2020-11-17 18:30:00",120.474998,120.614997,120.251602,120.3041,5354882
1605641400,0,"2020-11-17 19:30:00",120.300003,120.550003,119.54,119.769996,8296696
1605645000,0,"2020-11-17 20:30:00",119.769996,119.809997,119.319999,119.379997,7922004
1605709800,0,"2020-11-18 14:30:00",118.61,119.375,118.239997,119.033996,20906699
1605713400,0,"2020-11-18 15:30:00",119.016296,119.5,118.739997,119.269897,8151823
1605717000,0,"2020-11-18 16:30:00",119.267997,119.819999,119.219902,119.573997,7153702
1605720600,0,"2020-11-18 17:30:00",119.574996,119.769996,119.260002,119.260002,5617479
1605724200,0,"2020-11-18 18:30:00",119.260002,119.514999,118.800003,119.029296,6725667
1605727800,0,"2020-11-18 19:30:00",119.019996,119.620002,118.910003,119.370002,7329843
1605731400,0,"2020-11-18 20:30:00",119.379997,119.440002,118,118,10598899
1605796200,0,"2020-11-19 14:30:00",118.010002,118.169998,116.809997,117.980003,21633034
1605799800,0,"2020-11-19 15:30:00",117.989997,118.300003,117.650001,118.093101,9014669
1605803400,0,"2020-11-19 16:30:00",118.099998,118.379997,117.699996,117.855003,8385275
1605807000,0,"2020-11-19 17:30:00",117.852401,117.985,117.54,117.785003,7178457
1605810600,0,"2020-11-19 18:30:00",117.779998,118.18,117.75,118.040199,5251140
1605814200,0,"2020-11-19 19:30:00",118.046997,118.819999,118.029998,118.638397,9003936
